title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,area_sqft,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet,available_year,available_month,available_day,price_per_sqm,amenities_count,total_rooms,price_per_bedroom,price_per_bathroom,area_per_bedroom,area_per_bathroom,amenities_per_room
Boulevard Apartment | Best Value & Open View,20000000,3,True,3,200,Apartment,2026-06-14,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",2153,Cairo,Mivida,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2026,6,14,100000.0,9,6,6666666.666666667,6666666.666666667,66.66666666666667,66.66666666666667,1.5
Resale Chalet Prime Location Under Market Price,11000000,4,True,3,300,Chalet,2026-06-17,"Amwaj, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Children's Pool, View of Landmark, Walk-in Closet, Lobby in Building",3229,North Coast,Amwaj,Furnished,"Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Children's Pool, View of Landmark, Walk-in Closet, Lobby in Building","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Central A/C', 'Kitchen Appliances', ""Children'S Pool"", 'View Of Landmark', 'Walk-In Closet', 'Lobby In Building']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2026,6,17,36666.666666666664,9,7,2750000.0,3666666.6666666665,75.0,100.0,1.2857142857142858
Resale chalet bahry Lowest price &view lagon,3900000,1,True,1,65,Chalet,2026-06-17,"Hacienda West, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",700,North Coast,Hacienda West,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,60000.0,9,2,3900000.0,3900000.0,65.0,65.0,4.5
Ground Apartment For Sale Lowest Price RTM,8450000,2,True,2,120,Apartment,2026-06-17,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1292,Cairo,El Patio Oro,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,17,70416.66666666667,10,4,4225000.0,4225000.0,60.0,60.0,2.5
Resale Quattro Villa Prime Location 80% Finishing,26800000,4,True,4,287,Villa,2026-06-16,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3089,Cairo,Cairo Festival City,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,16,93379.79094076656,9,8,6700000.0,6700000.0,71.75,71.75,1.125
SEA VIEW 3BR Chalet with only 5% Down payment !!,17300000,3,False,4,145,Chalet,2026-06-17,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet, Shared Gym",1561,Red Sea,Mesca,Partly furnished,"Balcony, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet, Shared Gym","['Balcony', 'Covered Parking', 'Shared Pool', 'Study', 'View Of Water', 'Security', 'Shared Spa', 'Walk-In Closet', 'Shared Gym']",1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,2026,6,17,119310.3448275862,9,7,5766666.666666667,4325000.0,48.333333333333336,36.25,1.2857142857142858
FULLY FINISHED APARTMENT IN DISTRICT 5 FOR SALE,19000000,2,True,2,154,Apartment,2026-06-17,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1658,Cairo,District 5,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,123376.62337662338,9,4,9500000.0,9500000.0,77.0,77.0,2.25
Launch Price Finished 1stRow Villa Sea+Lagoon View,20000000,3,True,4,200,Villa,2026-06-17,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Unfurnished, Built in Wardrobes, Covered Parking, Kitchen Appliances, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water",2153,Red Sea,Mesca,Unfurnished,"Built in Wardrobes, Covered Parking, Kitchen Appliances, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water","['Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Central A/C', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'View Of Water']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,2026,6,17,100000.0,9,7,6666666.666666667,5000000.0,66.66666666666667,50.0,1.2857142857142858
resale fully furnished chalet under market price,21500000,3,True,3,171,Chalet,2026-06-17,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1841,North Coast,Marassi,Furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,125730.99415204678,9,6,7166666.666666667,7166666.666666667,57.0,57.0,1.5
"LAUNCH PRICE CHALET SEA AND LAGOON VIEW, ONLY 5%DP",15500000,3,True,4,170,Chalet,2026-06-17,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1830,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,91176.4705882353,9,7,5166666.666666667,3875000.0,56.666666666666664,42.5,1.2857142857142858
LAGOON VIEW FULLY FINISHED CHALET | NEW LAUNCH !,13500000,2,True,3,100,Chalet,2026-06-17,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool",1076,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Private Garden', 'Private Pool', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,135000.0,9,5,6750000.0,4500000.0,50.0,33.333333333333336,1.8
Last Villa Prime Location With Installment 8Years.,35000000,4,True,4,230,Twin House,2026-06-17,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2476,North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,152173.91304347827,9,8,8750000.0,8750000.0,57.5,57.5,1.125
FULLY FINISHED SEA VIEW CHALET FOR SALE WITH 5% DP,16200000,3,True,4,187,Chalet,2026-06-17,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2013,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,86631.01604278074,9,7,5400000.0,4050000.0,62.333333333333336,46.75,1.2857142857142858
Garden Apartment for Sale Saada Boutique finished,10261000,1,True,1,83,Apartment,2026-06-16,"Saada Compound, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",893,Cairo,Saada Compound,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,16,123626.50602409638,9,2,10261000.0,10261000.0,83.0,83.0,4.5
First Row Large Villa Early Deliver 5BR over 8 yrs,40000000,4,True,5,300,Villa,2026-06-17,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Built in Wardrobes, Shared Pool",3229,North Coast,Almaza Bay,Partly furnished,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Built in Wardrobes, Shared Pool","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Built In Wardrobes', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,133333.33333333334,9,9,10000000.0,8000000.0,75.0,60.0,1.0
LUXURY APARTMENT FOR SALE OVER 10 YEARS PRIME VIEW,13000000,2,True,2,115,Apartment,2026-06-16,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1238,Giza,Mountain View iCity October,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,16,113043.47826086957,10,4,6500000.0,6500000.0,57.5,57.5,2.5
APARTMENT FOR SALE LAKE VIEW OVER 14 Y- NEW LAUNCH,8000000,3,True,3,140,Apartment,2026-06-16,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1507,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,16,57142.857142857145,10,6,2666666.6666666665,2666666.6666666665,46.666666666666664,46.666666666666664,1.6666666666666667
Two-room chalet first row on the sea ready to move,11000000,2,True,2,120,Chalet,2026-06-16,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1292,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,16,91666.66666666667,9,4,5500000.0,5500000.0,60.0,60.0,2.25
Chalet 2Beds for sale in Silver Sands Lagoon VIEW,14500000,2,True,3,98,Chalet,2026-06-16,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water",1055,North Coast,Silver Sands,Partly furnished,"Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water","['Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study', 'Private Garden', 'Security', 'View Of Water']",0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,2026,6,16,147959.18367346938,9,5,7250000.0,4833333.333333333,49.0,32.666666666666664,1.8
Best Price in City Gate Apartment Finished 10Years,17000000,3,True,3,173,Apartment,2026-06-16,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security",1862,Cairo,City Gate,Partly furnished,"Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Study', 'View Of Water', 'Security']",0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,2026,6,16,98265.89595375722,9,6,5666666.666666667,5666666.666666667,57.666666666666664,57.666666666666664,1.5
Hot Price Bahary Chalet at Marassi Pool view 3beds,22000000,4,False,4,170,Chalet,2026-06-16,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark",1830,North Coast,Marassi,Furnished,"Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark","['Balcony', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Shared Pool', 'Study', 'Security', 'Shared Spa', 'View Of Landmark']",1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,2026,6,16,129411.76470588235,9,8,5500000.0,5500000.0,42.5,42.5,1.125
SEA VIEW 3BR Chalet with only 5% Down payment !!,18200000,3,True,4,145,Chalet,2026-06-15,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study",1561,Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'View Of Water', 'Security', 'Study']",1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,2026,6,15,125517.24137931035,9,7,6066666.666666667,4550000.0,48.333333333333336,36.25,1.2857142857142858
Apartment for Sale | EL PATIO SOLA – New Cairo,9900000,3,True,3,155,Apartment,2026-06-15,"El Patio Sola, El Patio, El Shorouk Compounds, Shorouk City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Security",1668,Cairo,El Patio Sola,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Security']",1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2026,6,15,63870.967741935485,10,6,3300000.0,3300000.0,51.666666666666664,51.666666666666664,1.6666666666666667
Apartment for Sale Patio Oro Lowest Down Payment,15580000,3,True,2,164,Apartment,2026-06-15,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1765,Cairo,El Patio Oro,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,15,95000.0,10,5,5193333.333333333,7790000.0,54.666666666666664,82.0,2.0
3BR Apartment for sale in Sodic East with only5%DP,15800000,3,True,3,153,Apartment,2026-06-15,"Sodic East, 6th District, New Heliopolis, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1647,Cairo,Sodic East,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,15,103267.97385620915,9,6,5266666.666666667,5266666.666666667,51.0,51.0,1.5
Fully Finished 4BR Ground Apartment Ready To Move,22879000,4,True,3,220,Apartment,2026-06-15,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2368,Cairo,El Patio Oro,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,15,103995.45454545454,9,7,5719750.0,7626333.333333333,55.0,73.33333333333333,1.2857142857142858
Sea View Town House Villa Over 8Y Plan & Low Dp!,22657000,3,True,3,180,Villa,2026-06-15,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1938,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,15,125872.22222222222,9,6,7552333.333333333,7552333.333333333,60.0,60.0,1.5
Quattro Ready For sale Prime Location in CFC,29985000,5,False,5,282,Villa,2026-06-15,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study",3035,Cairo,Cairo Festival City,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,2026,6,15,106329.78723404255,9,10,5997000.0,5997000.0,56.4,56.4,0.9
LUXURY APARTMENT FOR SALE IN NEW PHASE OVER 14 Y,6900000,2,True,2,110,Apartment,2026-06-15,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",1184,Cairo,Mountain View iCity,Unknown,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,15,62727.27272727273,10,4,3450000.0,3450000.0,55.0,55.0,2.5
APARTMENT FOR SALE GREENERY VIEW WITH 5% DP,13000000,2,True,2,110,Apartment,2026-06-15,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1184,Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,15,118181.81818181818,9,4,6500000.0,6500000.0,55.0,55.0,2.25
chalet 3bed ready to move in silversands old price,19000000,3,True,3,173,Chalet,2026-06-15,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Water",1862,North Coast,Silver Sands,Unfurnished,"Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Water","['Built In Wardrobes', 'Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'View Of Water']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2026,6,15,109826.58959537573,9,6,6333333.333333333,6333333.333333333,57.666666666666664,57.666666666666664,1.5
OVER 10 YEARS FINISHED CHALET SEA VIEW FOR SALE,21000000,3,True,3,177,Chalet,2026-06-15,"June, Ras Al Hekma, North Coast","Partly furnished, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",1905,North Coast,June,Partly furnished,"Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Central A/C', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2026,6,15,118644.06779661016,9,6,7000000.0,7000000.0,59.0,59.0,1.5
APARTMENT FOR SALE WITH PRIVATE GARDEN OVER 6 Y,17000000,2,True,2,137,Apartment,2026-06-15,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1475,Cairo,Cairo Festival City,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,15,124087.59124087592,9,4,8500000.0,8500000.0,68.5,68.5,2.25
Ready To Move In Hill Side Best Location In Owest,11000000,4,False,4,207,Apartment,2026-06-15,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark",2228,Giza,O West,Unfurnished,"Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark","['Balcony', 'Central A/C', 'Covered Parking', 'Study', 'Security', 'Shared Spa', 'Shared Gym', 'View Of Landmark']",1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,2026,6,15,53140.096618357486,8,8,2750000.0,2750000.0,51.75,51.75,1.0
